,country,food_category,total_consumption,total_co2_emission,states
468,Georgia,Pork,8.93,31.610000000000003,Asia
469,Georgia,Poultry,12.28,13.19,Asia
470,Georgia,Rice,2.64,3.38,Asia
471,Georgia,Soybeans,0.0,0.0,Asia
472,Georgia,Wheat and Wheat Products,163.43,31.17,Asia
473,Germany,Beef,13.16,406.09,Europe
474,Germany,Eggs,12.2,11.21,Europe
475,Germany,Fish,11.16,17.82,Europe
476,Germany,Lamb & Goat,0.73,25.56,Europe
477,Germany,Milk - inc. cheese,258.7,368.49,Europe
478,Germany,Nuts inc. Peanut Butter,7.96,14.09,Europe
479,Germany,Pork,51.81,183.38,Europe
480,Germany,Poultry,17.75,19.07,Europe
481,Germany,Rice,3.34,4.2700000000000005,Europe
482,Germany,Soybeans,0.88,0.4,Europe
483,Germany,Wheat and Wheat Products,83.41000000000001,15.91,Europe
484,Ghana,Beef,1.09,33.64,Africa
485,Ghana,Eggs,1.21,1.11,Africa
486,Ghana,Fish,26.05,41.59,Africa
487,Ghana,Lamb & Goat,1.74,60.93,Africa
488,Ghana,Milk - inc. cheese,9.08,12.93,Africa
489,Ghana,Nuts inc. Peanut Butter,5.56,9.84,Africa
490,Ghana,Pork,1.36,4.81,Africa
491,Ghana,Poultry,8.629999999999999,9.27,Africa
492,Ghana,Rice,32.03,40.99,Africa
493,Ghana,Soybeans,0.01,0.0,Africa
494,Ghana,Wheat and Wheat Products,14.45,2.76,Africa
495,Greece,Beef,16.1,496.81,Europe
496,Greece,Eggs,10.13,9.31,Europe
497,Greece,Fish,14.42,23.02,Europe
498,Greece,Lamb & Goat,12.47,436.7,Europe
499,Greece,Milk - inc. cheese,255.26,363.59,Europe
500,Greece,Nuts inc. Peanut Butter,10.5,18.59,Europe
501,Greece,Pork,28.31,100.2,Europe
502,Greece,Poultry,15.739999999999998,16.91,Europe
503,Greece,Rice,6.64,8.5,Europe
504,Greece,Soybeans,0.02,0.01,Europe
505,Greece,Wheat and Wheat Products,124.04,23.65,Europe
506,Grenada,Beef,3.46,106.77,North America
507,Grenada,Eggs,10.34,9.5,North America
508,Grenada,Fish,27.95,44.63,North America
509,Grenada,Lamb & Goat,1.25,43.77,North America
510,Grenada,Milk - inc. cheese,86.88,123.75,North America
511,Grenada,Nuts inc. Peanut Butter,0.18,0.32,North America
512,Grenada,Pork,11.52,40.78,North America
513,Grenada,Poultry,43.51,46.74,North America
514,Grenada,Rice,9.56,12.23,North America
515,Grenada,Soybeans,0.01,0.0,North America
516,Grenada,Wheat and Wheat Products,59.59,11.36,North America
517,Guatemala,Beef,5.6,172.8,North America
518,Guatemala,Eggs,14.61,13.42,North America
519,Guatemala,Fish,1.08,1.72,North America
520,Guatemala,Lamb & Goat,0.23,8.05,North America
521,Guatemala,Milk - inc. cheese,46.6,66.38,North America
522,Guatemala,Nuts inc. Peanut Butter,2.0,3.54,North America
523,Guatemala,Pork,4.85,17.17,North America
524,Guatemala,Poultry,16.45,17.67,North America
525,Guatemala,Rice,5.659999999999999,7.24,North America
526,Guatemala,Soybeans,0.32,0.14,North America
527,Guatemala,Wheat and Wheat Products,35.9,6.85,North America
528,Guinea,Beef,6.26,193.17,Africa
529,Guinea,Eggs,1.95,1.79,Africa
530,Guinea,Fish,9.18,14.66,Africa
531,Guinea,Lamb & Goat,1.6,56.03,Africa
532,Guinea,Milk - inc. cheese,20.62,29.37,Africa
533,Guinea,Nuts inc. Peanut Butter,4.14,7.33,Africa
534,Guinea,Pork,0.16,0.5700000000000001,Africa
535,Guinea,Poultry,1.83,1.97,Africa
536,Guinea,Rice,97.12,124.28,Africa
537,Guinea,Soybeans,0.0,0.0,Africa
538,Guinea,Wheat and Wheat Products,18.55,3.54,Africa
539,Honduras,Beef,7.19,221.87,North America
540,Honduras,Eggs,5.19,4.7700000000000005,North America
541,Honduras,Fish,2.7,4.31,North America
542,Honduras,Lamb & Goat,0.04,1.4,North America
543,Honduras,Milk - inc. cheese,91.33,130.09,North America
544,Honduras,Nuts inc. Peanut Butter,0.75,1.33,North America
545,Honduras,Pork,6.48,22.94,North America
546,Honduras,Poultry,20.29,21.8,North America
547,Honduras,Rice,14.42,18.45,North America
548,Honduras,Soybeans,0.01,0.0,North America
549,Honduras,Wheat and Wheat Products,37.36,7.119999999999999,North America
550,Hong Kong SAR. China,Beef,25.82,796.75,others
551,Hong Kong SAR. China,Eggs,14.5,13.32,others
552,Hong Kong SAR. China,Fish,42.44,67.76,others
553,Hong Kong SAR. China,Lamb & Goat,2.22,77.74000000000001,others
554,Hong Kong SAR. China,Milk - inc. cheese,105.85,150.76999999999998,others
555,Hong Kong SAR. China,Nuts inc. Peanut Butter,13.81,24.44,others
556,Hong Kong SAR. China,Pork,67.11,237.54,others
557,Hong Kong SAR. China,Poultry,54.86,58.93,others
558,Hong Kong SAR. China,Rice,43.48,55.64,others
559,Hong Kong SAR. China,Soybeans,2.79,1.26,others
560,Hong Kong SAR. China,Wheat and Wheat Products,53.14,10.13,others
561,Hungary,Beef,4.96,153.06,Europe
562,Hungary,Eggs,12.45,11.44,Europe
563,Hungary,Fish,4.930000000000001,7.87,Europe
564,Hungary,Lamb & Goat,0.11,3.85,Europe
565,Hungary,Milk - inc. cheese,159.05,226.55,Europe
566,Hungary,Nuts inc. Peanut Butter,0.64,1.13,Europe
567,Hungary,Pork,34.93,123.63,Europe
568,Hungary,Poultry,23.78,25.54,Europe
569,Hungary,Rice,2.15,2.75,Europe
570,Hungary,Soybeans,0.01,0.0,Europe
571,Hungary,Wheat and Wheat Products,109.98,20.97,Europe
572,Iceland,Beef,13.36,412.26,Europe
573,Iceland,Eggs,8.239999999999998,7.57,Europe
574,Iceland,Fish,74.41000000000001,118.81,Europe
575,Iceland,Lamb & Goat,21.12,739.62,Europe
576,Iceland,Milk - inc. cheese,225.82,321.66,Europe
577,Iceland,Nuts inc. Peanut Butter,3.88,6.87,Europe
578,Iceland,Pork,21.69,76.77,Europe
579,Iceland,Poultry,26.87,28.86,Europe
580,Iceland,Rice,3.89,4.98,Europe
581,Iceland,Soybeans,0.11,0.05,Europe
582,Iceland,Wheat and Wheat Products,72.92,13.91,Europe
583,India,Beef,0.81,24.99,Asia
584,India,Eggs,2.58,2.37,Asia
585,India,Fish,4.71,7.52,Asia
586,India,Lamb & Goat,0.58,20.31,Asia
587,India,Milk - inc. cheese,84.5,120.36,Asia
588,India,Nuts inc. Peanut Butter,1.92,3.4,Asia
589,India,Pork,0.28,0.99,Asia
590,India,Poultry,1.88,2.02,Asia
591,India,Rice,69.49000000000001,88.93,Asia
592,India,Soybeans,0.39,0.18,Asia
593,India,Wheat and Wheat Products,60.56,11.55,Asia
594,Indonesia,Beef,2.59,79.92,Asia
595,Indonesia,Eggs,4.88,4.48,Asia
596,Indonesia,Fish,25.65,40.95,Asia
597,Indonesia,Lamb & Goat,0.46,16.110000000000003,Asia
598,Indonesia,Milk - inc. cheese,14.82,21.110000000000003,Asia
599,Indonesia,Nuts inc. Peanut Butter,4.92,8.709999999999999,Asia
600,Indonesia,Pork,2.98,10.55,Asia
601,Indonesia,Poultry,7.5,8.06,Asia
602,Indonesia,Rice,134.62,172.26999999999998,Asia
603,Indonesia,Soybeans,1.12,0.5,Asia
604,Indonesia,Wheat and Wheat Products,25.45,4.85,Asia
605,Iran,Beef,3.58,110.47,Asia
606,Iran,Eggs,7.7,7.07,Asia
607,Iran,Fish,9.8,15.65,Asia
608,Iran,Lamb & Goat,3.69,129.22,Asia
609,Iran,Milk - inc. cheese,46.690000000000005,66.51,Asia
610,Iran,Nuts inc. Peanut Butter,12.16,21.52,Asia
611,Iran,Pork,0.0,0.0,Asia
612,Iran,Poultry,25.38,27.26,Asia
613,Iran,Rice,29.95,38.33,Asia
614,Iran,Soybeans,0.0,0.0,Asia
615,Iran,Wheat and Wheat Products,153.31,29.24,Asia
616,Ireland,Beef,22.35,689.6700000000001,Europe
617,Ireland,Eggs,8.96,8.229999999999999,Europe
618,Ireland,Fish,17.39,27.77,Europe
619,Ireland,Lamb & Goat,4.1,143.58,Europe
620,Ireland,Milk - inc. cheese,291.86,415.73,Europe
621,Ireland,Nuts inc. Peanut Butter,4.1,7.26,Europe
622,Ireland,Pork,32.4,114.68,Europe
623,Ireland,Poultry,26.26,28.21,Europe
624,Ireland,Rice,3.0,3.84,Europe
625,Ireland,Soybeans,0.25,0.11,Europe
626,Ireland,Wheat and Wheat Products,107.98,20.59,Europe
627,Israel,Beef,28.78,888.09,Asia
628,Israel,Eggs,11.35,10.43,Asia
629,Israel,Fish,22.18,35.41,Asia
630,Israel,Lamb & Goat,1.87,65.49000000000001,Asia
631,Israel,Milk - inc. cheese,193.6,275.76,Asia
632,Israel,Nuts inc. Peanut Butter,7.71,13.65,Asia
633,Israel,Pork,1.99,7.04,Asia
634,Israel,Poultry,62.5,67.14,Asia
635,Israel,Rice,16.810000000000002,21.51,Asia
636,Israel,Soybeans,0.1,0.05,Asia
637,Israel,Wheat and Wheat Products,110.86,21.14,Asia
638,Italy,Beef,18.6,573.9599999999999,Europe
639,Italy,Eggs,13.34,12.25,Europe
640,Italy,Fish,15.6,24.91,Europe
641,Italy,Lamb & Goat,0.92,32.220000000000006,Europe
642,Italy,Milk - inc. cheese,246.88,351.66,Europe
643,Italy,Nuts inc. Peanut Butter,7.63,13.51,Europe
644,Italy,Pork,40.28,142.57,Europe
645,Italy,Poultry,18.610000000000003,19.99,Europe
646,Italy,Rice,5.74,7.35,Europe
647,Italy,Soybeans,0.01,0.0,Europe
648,Italy,Wheat and Wheat Products,146.37,27.91,Europe
649,Jamaica,Beef,3.97,122.51,North America
650,Jamaica,Eggs,2.27,2.09,North America
651,Jamaica,Fish,21.95,35.05,North America
652,Jamaica,Lamb & Goat,1.26,44.13,North America
653,Jamaica,Milk - inc. cheese,91.13,129.81,North America
654,Jamaica,Nuts inc. Peanut Butter,1.82,3.22,North America
655,Jamaica,Pork,3.99,14.12,North America
656,Jamaica,Poultry,52.51,56.41,North America
657,Jamaica,Rice,23.45,30.01,North America
658,Jamaica,Soybeans,0.0,0.0,North America
659,Jamaica,Wheat and Wheat Products,70.66999999999999,13.48,North America
660,Japan,Beef,9.15,282.35,Asia
661,Japan,Eggs,19.15,17.59,Asia
662,Japan,Fish,31.1,49.66,Asia
663,Japan,Lamb & Goat,0.14,4.9,Asia
664,Japan,Milk - inc. cheese,72.06,102.64,Asia
665,Japan,Nuts inc. Peanut Butter,2.59,4.58,Asia
666,Japan,Pork,20.62,72.98,Asia
667,Japan,Poultry,19.42,20.86,Asia
668,Japan,Rice,59.85,76.59,Asia
669,Japan,Soybeans,7.34,3.3,Asia
670,Japan,Wheat and Wheat Products,45.04,8.59,Asia
671,Jordan,Beef,5.609999999999999,173.11,Asia
672,Jordan,Eggs,3.92,3.6,Asia
673,Jordan,Fish,5.13,8.19,Asia
674,Jordan,Lamb & Goat,5.68,198.91,Asia
675,Jordan,Milk - inc. cheese,77.67999999999999,110.65,Asia
676,Jordan,Nuts inc. Peanut Butter,3.56,6.3,Asia
677,Jordan,Pork,0.02,0.07,Asia
678,Jordan,Poultry,33.39,35.87,Asia
679,Jordan,Rice,19.67,25.17,Asia
680,Jordan,Soybeans,0.02,0.01,Asia
681,Jordan,Wheat and Wheat Products,136.73999999999998,26.08,Asia
682,Kazakhstan,Beef,23.38,721.4599999999999,Asia
683,Kazakhstan,Eggs,8.29,7.619999999999999,Asia
684,Kazakhstan,Fish,5.21,8.32,Asia
685,Kazakhstan,Lamb & Goat,9.56,334.79,Asia
686,Kazakhstan,Milk - inc. cheese,288.12,410.4,Asia
687,Kazakhstan,Nuts inc. Peanut Butter,5.14,9.1,Asia
688,Kazakhstan,Pork,10.36,36.67,Asia
689,Kazakhstan,Poultry,18.38,19.74,Asia
690,Kazakhstan,Rice,7.319999999999999,9.37,Asia
691,Kazakhstan,Soybeans,0.03,0.01,Asia
692,Kazakhstan,Wheat and Wheat Products,92.31,17.6,Asia
693,Kenya,Beef,9.54,294.38,Africa
694,Kenya,Eggs,1.84,1.6900000000000002,Africa
695,Kenya,Fish,4.2700000000000005,6.819999999999999,Africa
696,Kenya,Lamb & Goat,1.86,65.14,Africa
697,Kenya,Milk - inc. cheese,94.86,135.12,Africa
698,Kenya,Nuts inc. Peanut Butter,1.64,2.9,Africa
699,Kenya,Pork,0.29,1.03,Africa
700,Kenya,Poultry,0.47,0.5,Africa
701,Kenya,Rice,12.94,16.56,Africa
702,Kenya,Soybeans,0.2,0.09,Africa
703,Kenya,Wheat and Wheat Products,34.65,6.609999999999999,Africa
704,Kuwait,Beef,13.03,402.08,Asia
705,Kuwait,Eggs,12.6,11.57,Asia
706,Kuwait,Fish,11.99,19.14,Asia
707,Kuwait,Lamb & Goat,15.61,546.66,Asia
708,Kuwait,Milk - inc. cheese,157.66,224.57,Asia
709,Kuwait,Nuts inc. Peanut Butter,5.23,9.26,Asia
710,Kuwait,Pork,0.0,0.0,Asia
711,Kuwait,Poultry,53.61,57.59,Asia
712,Kuwait,Rice,43.83,56.09,Asia
713,Kuwait,Soybeans,0.06,0.03,Asia
714,Kuwait,Wheat and Wheat Products,96.76,18.45,Asia
715,Latvia,Beef,5.109999999999999,157.68,Europe
716,Latvia,Eggs,14.03,12.89,Europe
717,Latvia,Fish,21.3,34.01,Europe
718,Latvia,Lamb & Goat,0.3399999999999999,11.91,Europe
719,Latvia,Milk - inc. cheese,174.11,248.0,Europe
720,Latvia,Nuts inc. Peanut Butter,3.78,6.69,Europe
721,Latvia,Pork,34.96,123.74,Europe
722,Latvia,Poultry,20.53,22.05,Europe
723,Latvia,Rice,2.21,2.83,Europe
724,Latvia,Soybeans,0.04,0.02,Europe
725,Latvia,Wheat and Wheat Products,72.13,13.76,Europe
726,Liberia,Beef,0.7799999999999999,24.07,Africa
727,Liberia,Eggs,2.05,1.88,Africa
728,Liberia,Fish,4.13,6.59,Africa
729,Liberia,Lamb & Goat,0.48,16.810000000000002,Africa
730,Liberia,Milk - inc. cheese,3.04,4.33,Africa
731,Liberia,Nuts inc. Peanut Butter,1.31,2.32,Africa
732,Liberia,Pork,4.01,14.19,Africa
733,Liberia,Poultry,8.91,9.57,Africa
734,Liberia,Rice,94.75,121.25,Africa
735,Liberia,Soybeans,0.63,0.28,Africa
736,Liberia,Wheat and Wheat Products,10.95,2.09,Africa
737,Lithuania,Beef,4.49,138.55,Europe
738,Lithuania,Eggs,13.11,12.04,Europe
739,Lithuania,Fish,42.39,67.67999999999999,Europe
740,Lithuania,Lamb & Goat,0.24,8.4,Europe
741,Lithuania,Milk - inc. cheese,295.46,420.85,Europe
742,Lithuania,Nuts inc. Peanut Butter,2.13,3.77,Europe
743,Lithuania,Pork,45.67,161.65,Europe
744,Lithuania,Poultry,26.84,28.83,Europe
745,Lithuania,Rice,3.07,3.93,Europe
746,Lithuania,Soybeans,0.02,0.01,Europe
747,Lithuania,Wheat and Wheat Products,121.59,23.19,Europe
748,Luxembourg,Beef,29.88,922.03,Europe
749,Luxembourg,Eggs,14.64,13.45,Europe
750,Luxembourg,Fish,23.09,36.87,Europe
751,Luxembourg,Lamb & Goat,1.6700000000000002,58.48,Europe
752,Luxembourg,Milk - inc. cheese,255.3,363.65,Europe
753,Luxembourg,Nuts inc. Peanut Butter,0.93,1.65,Europe
754,Luxembourg,Pork,43.58,154.25,Europe
755,Luxembourg,Poultry,21.37,22.96,Europe
756,Luxembourg,Rice,4.2,5.37,Europe
757,Luxembourg,Soybeans,0.04,0.02,Europe
758,Luxembourg,Wheat and Wheat Products,103.2,19.68,Europe
759,Macedonia,Beef,7.689999999999999,237.3,Europe
760,Macedonia,Eggs,6.38,5.859999999999999,Europe
761,Macedonia,Fish,5.470000000000001,8.729999999999999,Europe
762,Macedonia,Lamb & Goat,0.94,32.92,Europe
763,Macedonia,Milk - inc. cheese,157.93,224.96,Europe
764,Macedonia,Nuts inc. Peanut Butter,5.87,10.39,Europe
765,Macedonia,Pork,10.35,36.63,Europe
766,Macedonia,Poultry,18.77,20.16,Europe
767,Macedonia,Rice,2.81,3.6,Europe
768,Macedonia,Soybeans,0.46,0.21,Europe
769,Macedonia,Wheat and Wheat Products,104.8,19.99,Europe
770,Madagascar,Beef,7.51,231.74,Africa
771,Madagascar,Eggs,0.71,0.65,Africa
772,Madagascar,Fish,4.41,7.04,Africa
773,Madagascar,Lamb & Goat,0.5700000000000001,19.96,Africa
774,Madagascar,Milk - inc. cheese,24.84,35.379999999999995,Africa
775,Madagascar,Nuts inc. Peanut Butter,0.35,0.62,Africa
776,Madagascar,Pork,2.56,9.06,Africa
777,Madagascar,Poultry,3.14,3.37,Africa
778,Madagascar,Rice,102.53,131.20999999999998,Africa
779,Madagascar,Soybeans,0.0,0.0,Africa
780,Madagascar,Wheat and Wheat Products,9.01,1.72,Africa
781,Malawi,Beef,2.35,72.52,Africa
782,Malawi,Eggs,1.08,0.99,Africa
783,Malawi,Fish,7.33,11.7,Africa
784,Malawi,Lamb & Goat,2.07,72.49000000000001,Africa
785,Malawi,Milk - inc. cheese,7.98,11.37,Africa
786,Malawi,Nuts inc. Peanut Butter,5.08,8.99,Africa
787,Malawi,Pork,5.45,19.29,Africa
788,Malawi,Poultry,1.38,1.48,Africa
789,Malawi,Rice,4.75,6.08,Africa
790,Malawi,Soybeans,1.76,0.7899999999999999,Africa
791,Malawi,Wheat and Wheat Products,11.77,2.24,Africa
792,Malaysia,Beef,6.52,201.19,Asia
793,Malaysia,Eggs,16.57,15.22,Asia
794,Malaysia,Fish,49.43,78.92,Asia
795,Malaysia,Lamb & Goat,0.94,32.92,Asia
796,Malaysia,Milk - inc. cheese,25.28,36.01,Asia
797,Malaysia,Nuts inc. Peanut Butter,2.9,5.13,Asia
798,Malaysia,Pork,7.76,27.47,Asia
799,Malaysia,Poultry,41.01,44.05,Asia
800,Malaysia,Rice,81.25,103.98,Asia
801,Malaysia,Soybeans,0.04,0.02,Asia
802,Malaysia,Wheat and Wheat Products,51.04,9.73,Asia
803,Maldives,Beef,9.44,291.3,Asia
804,Maldives,Eggs,10.79,9.91,Asia
805,Maldives,Fish,179.70999999999998,286.94,Asia
806,Maldives,Lamb & Goat,0.7,24.51,Asia
807,Maldives,Milk - inc. cheese,111.47,158.78,Asia
808,Maldives,Nuts inc. Peanut Butter,15.83,28.02,Asia
809,Maldives,Pork,1.22,4.319999999999999,Asia
810,Maldives,Poultry,18.47,19.84,Asia
811,Maldives,Rice,50.73,64.92,Asia
812,Maldives,Soybeans,0.2,0.09,Asia
813,Maldives,Wheat and Wheat Products,77.77,14.83,Asia
814,Malta,Beef,19.22,593.09,Europe
815,Malta,Eggs,11.64,10.69,Europe
816,Malta,Fish,24.58,39.25,Europe
817,Malta,Lamb & Goat,1.1900000000000002,41.67,Europe
818,Malta,Milk - inc. cheese,190.06,270.72,Europe
819,Malta,Nuts inc. Peanut Butter,5.619999999999999,9.95,Europe
820,Malta,Pork,34.24,121.19,Europe
821,Malta,Poultry,26.4,28.36,Europe
822,Malta,Rice,4.96,6.35,Europe
823,Malta,Soybeans,0.05,0.02,Europe
824,Malta,Wheat and Wheat Products,139.58,26.62,Europe
825,Mauritius,Beef,5.99,184.84,Africa
826,Mauritius,Eggs,6.319999999999999,5.81,Africa
827,Mauritius,Fish,19.66,31.39,Africa
828,Mauritius,Lamb & Goat,4.08,142.88000000000002,Africa
829,Mauritius,Milk - inc. cheese,117.27,167.04,Africa
830,Mauritius,Nuts inc. Peanut Butter,2.33,4.119999999999999,Africa
831,Mauritius,Pork,4.08,14.44,Africa
832,Mauritius,Poultry,38.51,41.37,Africa
833,Mauritius,Rice,45.56,58.3,Africa
834,Mauritius,Soybeans,0.3,0.14,Africa
835,Mauritius,Wheat and Wheat Products,114.02,21.74,Africa
836,Mexico,Beef,15.33,473.05,North America
837,Mexico,Eggs,18.34,16.85,North America
838,Mexico,Fish,7.56,12.07,North America
839,Mexico,Lamb & Goat,0.89,31.17,North America
840,Mexico,Milk - inc. cheese,111.87,159.35000000000002,North America
841,Mexico,Nuts inc. Peanut Butter,2.51,4.44,North America
842,Mexico,Pork,15.23,53.91,North America
843,Mexico,Poultry,30.12,32.349999999999994,North America
844,Mexico,Rice,5.64,7.22,North America
845,Mexico,Soybeans,0.02,0.01,North America
846,Mexico,Wheat and Wheat Products,35.21,6.71,North America
847,Morocco,Beef,8.04,248.1,Africa
848,Morocco,Eggs,6.68,6.14,Africa
849,Morocco,Fish,17.439999999999998,27.85,Africa
850,Morocco,Lamb & Goat,4.359999999999999,152.69,Africa
851,Morocco,Milk - inc. cheese,54.68,77.89,Africa
852,Morocco,Nuts inc. Peanut Butter,3.23,5.72,Africa
853,Morocco,Pork,0.01,0.04,Africa
854,Morocco,Poultry,20.77,22.31,Africa
855,Morocco,Rice,1.1,1.41,Africa
856,Morocco,Soybeans,0.0,0.0,Africa
857,Morocco,Wheat and Wheat Products,179.7,34.27,Africa
858,Mozambique,Beef,1.04,32.09,Africa
859,Mozambique,Eggs,1.7,1.56,Africa
860,Mozambique,Fish,7.74,12.36,Africa
861,Mozambique,Lamb & Goat,0.9,31.52,Africa
862,Mozambique,Milk - inc. cheese,4.79,6.819999999999999,Africa
863,Mozambique,Nuts inc. Peanut Butter,2.61,4.619999999999999,Africa
864,Mozambique,Pork,5.13,18.16,Africa
865,Mozambique,Poultry,1.41,1.51,Africa
866,Mozambique,Rice,23.41,29.96,Africa
867,Mozambique,Soybeans,0.03,0.01,Africa
868,Mozambique,Wheat and Wheat Products,14.65,2.79,Africa
869,Myanmar,Beef,4.94,152.44,Asia
870,Myanmar,Eggs,6.45,5.92,Asia
871,Myanmar,Fish,54.260000000000005,86.64,Asia
872,Myanmar,Lamb & Goat,0.89,31.17,Asia
873,Myanmar,Milk - inc. cheese,31.48,44.84,Asia
874,Myanmar,Nuts inc. Peanut Butter,4.5,7.970000000000001,Asia
875,Myanmar,Pork,11.31,40.03,Asia
876,Myanmar,Poultry,21.87,23.49,Asia
877,Myanmar,Rice,132.8,169.94,Asia
878,Myanmar,Soybeans,0.38,0.17,Asia
879,Myanmar,Wheat and Wheat Products,6.22,1.1900000000000002,Asia
880,Namibia,Beef,3.75,115.72,Africa
881,Namibia,Eggs,1.63,1.5,Africa
882,Namibia,Fish,10.7,17.08,Africa
883,Namibia,Lamb & Goat,2.27,79.5,Africa
884,Namibia,Milk - inc. cheese,73.05,104.05,Africa
885,Namibia,Nuts inc. Peanut Butter,0.71,1.26,Africa
886,Namibia,Pork,4.21,14.9,Africa
887,Namibia,Poultry,12.19,13.09,Africa
888,Namibia,Rice,6.31,8.07,Africa
889,Namibia,Soybeans,0.07,0.03,Africa
890,Namibia,Wheat and Wheat Products,36.260000000000005,6.91,Africa
891,Nepal,Beef,7.89,243.47,Asia
892,Nepal,Eggs,1.42,1.3,Asia
893,Nepal,Fish,2.17,3.46,Asia
894,Nepal,Lamb & Goat,2.1,73.54,Asia
895,Nepal,Milk - inc. cheese,52.1,74.21000000000001,Asia
896,Nepal,Nuts inc. Peanut Butter,2.42,4.28,Asia
897,Nepal,Pork,0.6699999999999999,2.37,Asia
898,Nepal,Poultry,1.56,1.6800000000000002,Asia
899,Nepal,Rice,87.75,112.29,Asia
900,Nepal,Soybeans,0.01,0.0,Asia
901,Nepal,Wheat and Wheat Products,50.46,9.62,Asia
902,Netherlands,Beef,17.67,545.26,Europe
903,Netherlands,Eggs,14.03,12.89,Europe
904,Netherlands,Fish,18.64,29.76,Europe
905,Netherlands,Lamb & Goat,0.94,32.92,Europe
906,Netherlands,Milk - inc. cheese,341.47,486.39,Europe
907,Netherlands,Nuts inc. Peanut Butter,7.94,14.05,Europe
908,Netherlands,Pork,36.36,128.7,Europe
909,Netherlands,Poultry,23.9,25.67,Europe
910,Netherlands,Rice,2.93,3.75,Europe
911,Netherlands,Soybeans,0.12,0.05,Europe
912,Netherlands,Wheat and Wheat Products,70.16999999999999,13.38,Europe
913,New Caledonia,Beef,16.07,495.89,Oceania
914,New Caledonia,Eggs,8.850000000000001,8.129999999999999,Oceania
915,New Caledonia,Fish,19.38,30.94,Oceania
916,New Caledonia,Lamb & Goat,1.95,68.29,Oceania
917,New Caledonia,Milk - inc. cheese,108.0,153.84,Oceania
918,New Caledonia,Nuts inc. Peanut Butter,2.96,5.24,Oceania
919,New Caledonia,Pork,19.9,70.44000000000001,Oceania
920,New Caledonia,Poultry,44.36,47.65,Oceania
921,New Caledonia,Rice,17.47,22.36,Oceania
922,New Caledonia,Soybeans,0.55,0.25,Oceania
923,New Caledonia,Wheat and Wheat Products,81.75,15.59,Oceania
924,New Zealand,Beef,22.49,693.99,Oceania
925,New Zealand,Eggs,9.91,9.1,Oceania
926,New Zealand,Fish,20.36,32.51,Oceania
927,New Zealand,Lamb & Goat,18.91,662.23,Oceania
928,New Zealand,Milk - inc. cheese,137.25,195.5,Oceania
929,New Zealand,Nuts inc. Peanut Butter,8.219999999999999,14.55,Oceania
930,New Zealand,Pork,22.29,78.9,Oceania
931,New Zealand,Poultry,34.98,37.58,Oceania
932,New Zealand,Rice,9.16,11.72,Oceania
933,New Zealand,Soybeans,0.44,0.2,Oceania
934,New Zealand,Wheat and Wheat Products,76.91000000000001,14.67,Oceania
935,Nicaragua,Beef,4.73,145.96,North America
936,Nicaragua,Eggs,4.9,4.5,North America
937,Nicaragua,Fish,3.59,5.73,North America
938,Nicaragua,Lamb & Goat,0.01,0.35,North America
939,Nicaragua,Milk - inc. cheese,85.16,121.3,North America
940,Nicaragua,Nuts inc. Peanut Butter,2.36,4.18,North America
941,Nicaragua,Pork,3.38,11.96,North America
942,Nicaragua,Poultry,21.31,22.89,North America
943,Nicaragua,Rice,43.33,55.45,North America
944,Nicaragua,Soybeans,0.01,0.0,North America
945,Nicaragua,Wheat and Wheat Products,28.17,5.37,North America
946,Niger,Beef,8.97,276.8,Africa
947,Niger,Eggs,0.3,0.28,Africa
948,Niger,Fish,2.7,4.31,Africa
949,Niger,Lamb & Goat,4.17,146.03,Africa
950,Niger,Milk - inc. cheese,58.92,83.93,Africa
951,Niger,Nuts inc. Peanut Butter,6.95,12.3,Africa
952,Niger,Pork,0.09,0.32,Africa
953,Niger,Poultry,1.08,1.16,Africa
954,Niger,Rice,13.17,16.85,Africa
955,Niger,Soybeans,0.0,0.0,Africa
956,Niger,Wheat and Wheat Products,4.79,0.91,Africa
957,Nigeria,Beef,2.33,71.9,Africa
958,Nigeria,Eggs,3.46,3.18,Africa
959,Nigeria,Fish,16.03,25.59,Africa
